id;Город дистрибьютора;Торг_точка_грязная;Торг_точка_грязная_адрес;outlet_clean_id;cluster_id;subcluster_id
1;Ростов-на-Дону;ИП Гаврилов С.А.;п.Глубокий, ул.Артёма 44;;4CkG-TffR-WUpp-94oQ;AZS5-bTCq-nd3q-buND
2;Ростов-на-Дону;ИП Малышева;-;;lgAo-VP8T-4AqB-W7lT;Fecf-nWla-kicD-pt7u
3;Ростов-на-Дону;Абасян А.П. ИП;он же;;2Y98-Qzgo-WCF3-gh2E;gSKq-mmfp-q9lF-Enpk
4;Ростов-на-Дону;Азатян Н,С. ИП ул. Ленина;он же;;xPsy-byNN-8vAg-Ga25;o1lp-mVdr-oKkR-shXZ
5;Ростов-на-Дону;Айдинов В.Я.;он же;;YHKD-Kzbk-aaZQ-G0MM;AgHl-cvNI-9L2V-C6Fo
6;Ростов-на-Дону;Алексеева Л П ИП;Буденного 161;;TDIT-AsGw-aMYX-516i;4Yue-dOWP-C13R-usFs
7;Ростов-на-Дону;Алексеева Л П ИП;он же;;TDIT-AsGw-aMYX-516i;4Yue-dOWP-C13R-usFs
8;Ростов-на-Дону;ИП Алиева Т.М.;Ип Алиева Т.М. п.Газетный 39;;dC9D-SGmm-6E8n-ZOvc;kqgz-xZDP-wS3l-mAug
9;Ростов-на-Дону;Алпатова В В ИП;он же;;gZpr-FwnO-XkMg-xKMp;ElZe-Dez0-bapV-Wuwh
10;Ростов-на-Дону;Алпатова В В ИП;ул Гвардейская 34-а;;gZpr-FwnO-XkMg-xKMp;ElZe-Dez0-bapV-Wuwh
11;Ростов-на-Дону;Алпатова В.В. ИП;он же;;gZpr-FwnO-XkMg-xKMp;ElZe-Dez0-bapV-Wuwh
12;Ростов-на-Дону;"Алпатова В.В. ИП ""Ассорти+""";он же;;gZpr-FwnO-XkMg-xKMp;1gAp-Flhl-5gMA-4OiF
13;Ростов-на-Дону;Алпатова В.В. ИП ул.Гвардейская 34-а;он же;;gZpr-FwnO-XkMg-xKMp;ICsu-ZdiC-UOLG-KM3g
14;Ростов-на-Дону;"ООО ""Альтернатива""";он же;;znCr-lWtv-RFTE-sHgp;ILA4-GGIV-O8E1-v7lZ
15;Ростов-на-Дону;Альянс ООО г.Новочеркаск;он же;;agZW-n8UN-7zVd-NYvz;aOYV-0fKq-Xsro-01NG
16;Ростов-на-Дону;Андреасян А.А, ИП;он же;;PZT5-CmBE-DSRQ-x9yW;hSSH-ptkt-brMY-hG1m
17;Ростов-на-Дону;Анохин С М ИП;Ростов на Дону ул Калинина 10-А;;dlgO-Gh9C-WyEZ-l58w;yW6s-mz1V-RYYf-6g6g
18;Ростов-на-Дону;Антипова И.Д. п.Васильевский;он же;;YcWv-yBkK-yK37-nye9;kDxe-O0Uy-tqIE-a6M6
19;Ростов-на-Дону;Арег ООО;он же;;L7cg-Rtre-TkMG-aPZY;pLzt-ywp5-aZok-S4tS
20;Ростов-на-Дону;Армада-Н;он же;;PnGl-N77n-6bDY-Ze0V;VGWX-eGkx-Uk9a-tENO
21;Ростов-на-Дону;Арнес ООО;он же;;DO7g-nuk0-ft8E-hdNX;6xuX-FHlD-cFE2-46lu
22;Ростов-на-Дону;ИП Арустамян;Ростовская обл. г.Морозовск ул. Ворошилова 364/2;;izYy-OPra-86R4-l34L;q2d0-Qwwd-6g97-ad0o
23;Ростов-на-Дону;Асмаева Т.А. ИП Маг. Овощи-фрукты;он же;;y8Gp-Wboz-FWK6-0cz4;1cNK-TSFs-C3P0-fXMi
24;Ростов-на-Дону;Асриян Б Х;-;;bq9Z-ypI9-3UUk-zGD7;wNG7-HacC-XMG6-Yl33
25;Ростов-на-Дону;"ООО ""Ассоль""";он же;;gtn4-a94x-Bcgt-idIG;856T-sl5C-eqq8-FpkR
26;Ростов-на-Дону;Атаари К.Г. ИП;он же;;POE7-B7Af-vGG1-nPxG;93uI-sDAF-456v-mvsb
27;Ростов-на-Дону;Бабкова О.Е. ИП х.Грушевка;он же;;4nDv-Vr5a-94tg-ft6P;tzQP-L8PV-Ngpp-8G5u
28;Ростов-на-Дону;Бага;Ворошиловский 40;;SSnI-rM1m-Gc4g-xUvL;G25G-ui4q-ne2p-6pPz
29;Ростов-на-Дону;Баулин Н.Е.;он же;;I7CO-nkgK-ZNdZ-CVkh;wZEq-qUnO-QelF-kpA6
30;Ростов-на-Дону;"Баусова И.В.ИП м-н ""Ирина""";он же;;Su6b-nSG9-NMVb-O76B;CpvN-3fo7-vFlI-ZEAu
31;Ростов-на-Дону;ИП Безбородов;до 12часов;;43cs-ig5K-f5D4-3NHM;ZUf4-BDks-uReh-PE1D
32;Ростов-на-Дону;Беленков И.А. ИП;он же;;xcUr-8pZD-hQx5-C2qK;bEuN-IGnC-Mxvy-07XX
33;Ростов-на-Дону;Беник пок;-;;YrTO-hsNC-l2MK-QCv1;Hh9h-0HYM-0hoM-QViO
34;Ростов-на-Дону;Беник пок.;-;;YrTO-hsNC-l2MK-QCv1;Hh9h-0HYM-0hoM-QViO
35;Ростов-на-Дону;Беник пок.;Ж;;YrTO-hsNC-l2MK-QCv1;Hh9h-0HYM-0hoM-QViO
36;Ростов-на-Дону;Бирюкова Л.Н.ИП Фурманова, тп 20;он же;;iqwn-X7a8-k0Ld-rgpC;OsFG-PVtr-Ma1A-80d1
37;Ростов-на-Дону;Блок ЗАО м-н №7;он же;;cVzw-4Z9M-GLGu-bG9e;0GEe-75lx-6pum-xr6t
38;Ростов-на-Дону;Болдырева И.Н. ИП;он же;;QrHV-Et5m-448b-g3km;GSIB-3ahX-oOGb-Gltn
39;Ростов-на-Дону;ИП Бородин;он же;;KGbE-UGRo-ZPf8-BZak;uKnO-R1L9-56d4-TOkL
40;Ростов-на-Дону;Боря Дубров;-;;I4V1-Pq4A-PvDM-aLwQ;UD1u-ktxP-Cr6H-DGsh
41;Ростов-на-Дону;Боря Дубров;г Азов центр рынок;;I4V1-Pq4A-PvDM-aLwQ;UD1u-ktxP-Cr6H-DGsh
42;Ростов-на-Дону;Боря Дубров;г.Азов, центр. рынок;;I4V1-Pq4A-PvDM-aLwQ;UD1u-ktxP-Cr6H-DGsh
43;Ростов-на-Дону;Боря липтон;он же;;aGRx-wrsc-1osm-5hvG;K3tq-9ABc-GlgG-9tZC
44;Ростов-на-Дону;Брак;-;;xXVX-aVZ2-ZaUK-nYqr;X03B-d07d-yx5R-ZxO0
45;Ростов-на-Дону;Брижанова Г.И. ИП;он же;;gbca-367p-nuEM-h9a3;HkG6-gBGl-SD2E-MQxb
46;Ростов-на-Дону;ИП Бросалина Л.Н.;г.Ростов н/Д, ул.Штахановского, 12;;IM7O-uuix-0W20-If1v;wLwg-Ad6f-SoGg-tqOG
47;Ростов-на-Дону;Бунич Г.Ф.ИП;он же;;n6tM-maw1-XDhw-py8m;9FSM-IDSO-0rrz-PYrM
48;Ростов-на-Дону;Буркутов С.И. ИП;он же;;TASC-AuRg-Qn9m-cuDG;fKU0-E2eU-gBfG-HPWT
49;Ростов-на-Дону;Бычихин В.И. ИП ул.Новая 26;он же;;g9Vc-1el7-XYwi-S5Ao;guyb-oz4T-aweK-67f6
50;Ростов-на-Дону;Валео ООО;он же;;ygMR-3iUs-NmBC-xI3q;AImU-4KCg-9tXI-33oD
51;Ростов-на-Дону;Валерий Фед;г Ростов-на-Дону Соборный 72/Малюгина;;tsEt-Koge-RuDe-ICls;E7pX-FR41-NeKN-yir9
52;Ростов-на-Дону;Валерий Фед;г.Ростов-на-Дону, Соборный 72/Малюгина;;tsEt-Koge-RuDe-ICls;E7pX-FR41-NeKN-yir9
53;Ростов-на-Дону;Василек ООО м-н Руслан;он же;;VWVb-Q5Gp-nCNd-p67a;l1pl-IOIt-v1ih-BE26
54;Ростов-на-Дону;Васильева С.В.ИП;он же;;93MA-cDEz-RBpB-RXcR;AGSi-ATip-G25g-C16i
55;Ростов-на-Дону;Васильченко Е.А. ИП;он же;;Y8I0-vuTH-TsMf-1aAs;gcpR-C3YS-sps4-0ZHf
56;Ростов-на-Дону;Васюкова Н.П. ИП Васюкова;он же;;q8Ab-ZK4O-oBGM-IYs1;obEy-AkZb-X3QB-76HL
57;Ростов-на-Дону;Васюкова Н.П. ИП;он же;;q8Ab-ZK4O-oBGM-IYs1;khZ3-dLRL-GuX8-iaDX
58;Ростов-на-Дону;Ващенко Е.В. ИП.п.Артем..пер.Горняцкая;он же;;CQb6-s9xR-ixMg-cWzA;2W3R-Z4vg-TkEO-0fKD
59;Ростов-на-Дону;Великжанин В.Н ИП;он же;;4kdL-GFhc-fqHy-MXXF;nR3m-iyRv-vg0m-zgwK
60;Ростов-на-Дону;ИП Вернигорова Ю.С.;г.Ростов н/Д, ул.Народного Ополчения, 50/18;;tYgT-UZRU-GhI9-oL0M;ZZgc-KClv-6E2P-cTGG
61;Ростов-на-Дону;Вещевайлова И.В. ИП;он же;;oLmO-fs7P-UZDe-dhpW;LPbH-V4EH-GKoE-z6Gh
62;Ростов-на-Дону;Вика;-;;2Bwn-xogB-OmvX-WnK7;7gtb-d3MB-pDnE-yO6F
63;Ростов-на-Дону;Виноградова;-;;TdGL-2fR5-C36S-3cq8;DaKW-SW8L-lXTg-C9eg
64;Ростов-на-Дону;Виноградова;г Батайск Авиагородок;;TdGL-2fR5-C36S-3cq8;DaKW-SW8L-lXTg-C9eg
65;Ростов-на-Дону;Виноградова;г.Батайск Авиагородок;;TdGL-2fR5-C36S-3cq8;DaKW-SW8L-lXTg-C9eg
66;Ростов-на-Дону;Виноградова;г.Батайск,Авиагородок;;TdGL-2fR5-C36S-3cq8;DaKW-SW8L-lXTg-C9eg
67;Ростов-на-Дону;Виноградова;г.Батайск,Авиагородок;;TdGL-2fR5-C36S-3cq8;DaKW-SW8L-lXTg-C9eg
68;Ростов-на-Дону;Виноградова 2;он же;;5iSC-GYGu-76mw-YQf3;HgQi-yuP8-YSV8-GSp5
69;Ростов-на-Дону;Владлена ООО п. Чичерино;он же;;saFi-47Qm-ApFg-BXiM;bLhC-1L5q-4z2l-x0Vp
70;Ростов-на-Дону;Водолей ООО;он же;;zFVc-Q8XC-pIyu-GGlu;IO4R-7P2I-Geys-0HAX
71;Ростов-на-Дону;Волков С.А.ИП;он же;;TuTW-87S1-qkFo-aFcS;ESoy-BUXG-ev7v-Ql55
72;Ростов-на-Дону;Волкова Н.А.;он же;;fglX-TxVB-BeNg-4Pdg;PSI1-My6o-7ZEt-851z
73;Ростов-на-Дону;Волна ООО рп.Усть-Донецкий;он же;;7BL0-G8Tu-xxXv-OOGh;5thX-R3fx-2c9W-bNb3
74;Ростов-на-Дону;ИП Воробьёва Н.В.;"Г.Батайск, Торговое кольцо 31, пав.""Сувенир""";;YkVP-C995-7cEm-zLRo;KKz6-CIBn-Be8D-nUMT
75;Ростов-на-Дону;Восток ООО г.Семикаракорск, ул.Комарова, 69;он же;;CdPA-aL5e-92wl-68Rb;ziVa-HRa6-ssam-ywu4
76;Ростов-на-Дону;Восторг ООО;он же;;7AKZ-1eTf-wZsu-cyzQ;2Z9G-CKyU-Z8Su-GNai
77;Ростов-на-Дону;Галумян А.Н. ИП;он же;;FXce-iER7-90SB-zVKY;tnSw-e21I-TxN2-bTX1
78;Ростов-на-Дону;Галушкин В.М. ИП ул. Октябрьская;он же;;l8Eq-o2Ma-3wVQ-BroG;ikf4-Rq4D-dV2Z-1qU8
79;Ростов-на-Дону;Гапонова Н.М. ИП;он же;;5zuX-vr8I-wXbl-UgOa;MNKR-0dqU-Fp40-egXo
80;Ростов-на-Дону;Гараева А.В.ИП;он же;;Zmq8-UTB5-gSTZ-sfu3;MngE-EFIv-6vAU-1wcD
81;Ростов-на-Дону;Гараева А.В.ИП Чапаева ул;он же;;Zmq8-UTB5-gSTZ-sfu3;3yyS-q02Y-n89y-0tgO
82;Ростов-на-Дону;ИП Гараева И.В.;х.Урывский, ул.Российская, 50;;uMri-nAOS-LVCb-wESi;WZzO-1ICn-IBEL-3WXG
83;Ростов-на-Дону;Гевор;-;;cScP-2GAm-Ulla-5OUh;AxrG-rf4G-AvW4-ViW5
84;Ростов-на-Дону;Гетманова С.И.ИП;он же;;HbVw-pBPz-qXlk-Ampc;SNQV-6FGV-72Od-woeM
85;Ростов-на-Дону;Глазкова С.В. ИП;он же;;li4d-Ei2n-mkIr-x1vl;M91m-MnoO-1pFy-m2EY
86;Ростов-на-Дону;ИП Глушенко И.Н.;он же;;pgyT-RlAQ-W0m8-qeID;arTM-tBrL-1nSb-72vl
87;Ростов-на-Дону;Гнутов Э.Е. ИП;он же;;E00b-FO4a-APP9-77CC;gxb0-kBLB-Ld2s-xGs6
88;Ростов-на-Дону;Годенова С.А. ИП;он же;;xAzl-qDUv-vf4O-28wD;Ls3z-bSEH-tUOY-yrql
89;Ростов-на-Дону;Голощапова С.Н. ИП;он же;;BmVM-KEnk-c1n7-5rMq;4B7Z-Xti1-bx22-1zyg
90;Ростов-на-Дону;Голубева Е.В. ИП;он же;;fmEg-3Bid-CVFi-Gtpe;he05-01Vq-tFqc-AWuI
91;Ростов-на-Дону;Гончарова И.И. ИП;он же;;6Tgd-ovAe-Z7ip-TZHg;7GKX-3mqK-imRa-buK1
92;Ростов-на-Дону;Горбенко В.П. ИП м-н Меркурий;он же;;VslQ-LtWz-iDVW-DG7Y;WdaQ-ZYgG-EeuC-8Srp
93;Ростов-на-Дону;Гордеева Н.Ю. ИП;он же;;xH9C-57Fl-r6bR-5GOD;mChQ-zPWh-S9QD-rzmG
94;Ростов-на-Дону;ИП Гордюкова И А;р-к Привоз;;tL9a-IHfg-QnMZ-Sll2;lV6h-wiYG-ixUw-GCLG
95;Ростов-на-Дону;ИП Гордюкова И.А.;р-к Привоз;;tL9a-IHfg-QnMZ-Sll2;lV6h-wiYG-ixUw-GCLG
96;Ростов-на-Дону;Горелова О.В. ИП;он же;;GbGn-hV77-tRR3-pTsS;wQoR-hmyo-E7hC-avlg
97;Ростов-на-Дону;ИП Готьван С.В.;Азовский р-н, с. Маргаритово, ул.Луговая, 1;;ETab-66wg-xf2t-B6q1;szWu-ONlg-UapG-b2qT
98;Ростов-на-Дону;ИП Готьван С.В. Маргаритово;Азовский р-н, с. Маргаритово, ул.Луговая, 1;;Vvhp-aANU-3dqU-WQCk;MIlk-y9P0-dT1k-GNpW
99;Ростов-на-Дону;ИП Григорьева Л.Ю.;он же;;rnUn-acgw-Qn3R-Ov5k;U0FO-N4do-gpO4-cQv9
100;Ростов-на-Дону;Григорян Ш.Г.;г. Ростов-на-Дону ул. Ц. Кунникова 8б;;2Heh-ncbk-llVu-gwGK;RSft-WqmQ-FB8B-FiG5
101;Ростов-на-Дону;Гридин Н.А. ИП;он же;;oqA4-qYks-irui-IGOn;Ca4o-QUlc-rnhx-7MMO
102;Ростов-на-Дону;Гридин Н.А. ИП Садовая, 48;он же;;oqA4-qYks-irui-IGOn;83pn-iNqB-wZ0M-QiCg
103;Ростов-на-Дону;Грузчики;он же;;tRhN-8OnD-NfxC-nLg6;Ti4f-GXBC-EylN-LLFL
104;Ростов-на-Дону;Грузчики Ночная смена;он же;;ZDEL-new8-Gy0h-DW3Q;qfN6-DnYx-5cCi-cX6R
105;Ростов-на-Дону;Даллари Р.О. ИП Сальск;он же;;XQkd-1XAS-d2nM-Nh6b;SGqy-EU2D-G8z3-mPdY
106;Ростов-на-Дону;Данилицкий В.В. ИП Садовая;он же;;uzfi-bYzs-QFga-34MC;x1MV-eQsc-rus5-8L4C
107;Ростов-на-Дону;Датченко Ю.А. ИП ул.Социалистическая, 22;он же;;M1H9-pGPb-TQFd-c4qv;Lzrd-Evog-8c9L-ekhF
108;Ростов-на-Дону;ДЕЛИКАТЕС ООО;г Аксай ул Советская 6;;0RyN-ooMg-OGr6-Q2rb;0GgS-NkYO-g66L-LC0o
109;Ростов-на-Дону;Деликатес ООО;он же;;0RyN-ooMg-OGr6-Q2rb;0GgS-NkYO-g66L-LC0o
110;Ростов-на-Дону;Дерюгина Н.В. ИП;он же;;1mXG-iPOF-3nYT-87IF;mCWz-4yeR-EKXs-gu3S
111;Ростов-на-Дону;Джумакова Г.З. ИП;он же;;9X01-iCQq-hrBk-rOdy;6LkN-OPwv-wDgI-Bb1n
112;Ростов-на-Дону;Джумакова Г.З. ИП ул. 26 бакинских комиссаров, 2-а;он же;;9X01-iCQq-hrBk-rOdy;G7wR-KFgg-1LeM-ilcM
113;Ростов-на-Дону;Диол ООО;он же;;90uT-9RAD-zBH3-4D6E;WVdy-ugaN-kXsF-CWOp
114;Ростов-на-Дону;Для Друзей ООО;он же;;DdQ9-ZGI5-z8I5-zCgs;oMUD-krCP-Zv75-oks1
115;Ростов-на-Дону;Для Друзей ООО ул. Пушкина;он же;;DdQ9-ZGI5-z8I5-zCgs;NEac-U2nP-3SOu-olDp
116;Ростов-на-Дону;Домашний очаг ООО;он же;;udSw-RbGA-v8iT-ToWd;55RF-xg2z-AXH5-1cW1
117;Ростов-на-Дону;Домашний очаг ООО пер.Украинский 16-б;он же;;udSw-RbGA-v8iT-ToWd;tRiG-hCIT-art9-vcrr
118;Ростов-на-Дону;Дон ООО Мичуринская;он же;;MVgI-qN5O-yi9P-nAHa;LVMw-WRl8-tPB3-IonG
119;Ростов-на-Дону;Дудаева С.И. ИП;он же;;Vgit-5XSz-oNgr-8CDW;OOVz-FazG-9SaE-RCf8
120;Ростов-на-Дону;Духин Л.И ИП;он же;;PT0Q-7Biy-GNEc-vY47;P186-WwKb-xbxQ-Qdk9
121;Ростов-на-Дону;Евстратенко Т.С. ИП Катаева;он же;;1HTh-fPPI-sdrp-ox9y;CGRn-R3Zc-TvRM-O3tA
122;Ростов-на-Дону;Женя Мамлаев;-;;ct82-vcXZ-w0Uw-syrv;Tysp-qbNk-C6Nz-aCHr
123;Ростов-на-Дону;Женя Мамлаев;он же;;ct82-vcXZ-w0Uw-syrv;Tysp-qbNk-C6Nz-aCHr
124;Ростов-на-Дону;Залкин Станислав Игоревич;-;;3y1Y-sKDV-ODzd-cRbX;SBi9-cxe9-seuk-Msr2
125;Ростов-на-Дону;"ЗАО "" Эй Си Нильсен""";344002, г. Ростов-на-Дону, пр. Буденовский, д.3/3;;CUG0-cdrf-cwcu-5H1w;FWKZ-oEDu-p4Gp-qnKG
126;Ростов-на-Дону;"ЗАО ""Ростовэлектроинструмент""";-;;Yknb-yNwr-uXTv-rO34;WnaA-tB59-14fZ-ovWl
127;Ростов-на-Дону;"ЗАО ""Эй Си Нильсен""";-;;CUG0-cdrf-cwcu-5H1w;FWKZ-oEDu-p4Gp-qnKG
128;Ростов-на-Дону;Зиндяев И.С. ИП;он же;;PLgm-ptdZ-KSK7-yEr1;L8cY-0yDM-NTWR-YAsN
129;Ростов-на-Дону;ИП Золотько;он же;;RVta-Shcx-ciQd-ASVM;ofb0-EUGN-aqUg-BoIK
130;Ростов-на-Дону;Зубков А.С. ИП;он же;;XCWQ-6bt0-5eoI-wwBo;k5qv-MDpd-GG1I-RNoQ
131;Ростов-на-Дону;Зураб (ООО Виктория);-;;nFDv-kFdP-FrSU-gGb6;QC3E-2qK9-9T92-NNz7
132;Ростов-на-Дону;Ильичева Л.К. ИП;он же;;qyvR-y42D-nlS3-Tc4a;69Pa-uwNg-zPYs-RHLP
133;Ростов-на-Дону;Инглиш тудей;г.Батайск ул.Рабочая 88;;p55X-GA2t-258t-07pr;NTaO-hDKQ-Lo7g-G6Ic
134;Ростов-на-Дону;ИП Абабасовская Т.А.;г.Таганрог, ул. Александровская, 160а;;S4FG-7OOp-nefy-uneF;Xggh-gwyZ-pgSG-Gdma
135;Ростов-на-Дону;ИП Аббасовская Т.А. г.Таганрог;г.Таганрог, ул. Александровская, 160а;;DIzV-g1Xd-AKW6-qgcG;hVyG-7STF-rCHK-fF3g
136;Ростов-на-Дону;ИП Аведисьян Э.Х.;-;;Xg0f-zaiU-57ft-69kt;91EF-56lv-6faQ-RZ8T
137;Ростов-на-Дону;ИП Агабабян Е.М.;-;;yWUZ-4dXK-lRxe-88id;25cD-glnT-5165-ST6G
138;Ростов-на-Дону;ИП Агаджанов М А;Ростовская обл Белая Калитва ул Атаева 9а;;7Iqz-c2lg-siLN-gsPT;G1zE-xSeq-uNEr-6RkB
139;Ростов-на-Дону;ИП Агаджанов М.А.;Ростовская обл. Белая Калитва ул. Атаева 9а;;7Iqz-c2lg-siLN-gsPT;G1zE-xSeq-uNEr-6RkB
140;Ростов-на-Дону;ИП Альбова ГИ;-;;HHRR-RrmT-hwGY-vCUX;vHdm-OXGP-lNt6-cohg
141;Ростов-на-Дону;ИП Альбова ГИ;Базарная 72 пав №6 (Ц рынок);;HHRR-RrmT-hwGY-vCUX;vHdm-OXGP-lNt6-cohg
142;Ростов-на-Дону;ИП Альбова ГИ;Базарная 72 пав.№6 (Ц. рынок);;HHRR-RrmT-hwGY-vCUX;vHdm-OXGP-lNt6-cohg
143;Ростов-на-Дону;ИП Аненкова Г.А.;он же;;y1Q6-sdHw-zc7s-coT2;LI4c-HRYQ-N8UG-6iEn
144;Ростов-на-Дону;ИП Анисимов Александр Сергеевич;344000 Россия г Ростов-на-Дону ул Горького 28/4;;deY7-9rR7-vcPU-wFOo;yC7x-5Aoy-13ZT-kQzr
145;Ростов-на-Дону;ИП Анисимов Александр Сергеевич;344000, Россия, г. Ростов-на-Дону, ул. Горького 28/4;;deY7-9rR7-vcPU-wFOo;yC7x-5Aoy-13ZT-kQzr
146;Ростов-на-Дону;ИП Анисимов Александр Сергеевич2;г. Ростов-на-Дону, ул. Лермонтовская,102;;xbQN-OrI6-R8pV-s2Iz;Psdk-6lkQ-yAt9-eoPt
147;Ростов-на-Дону;ИП Аракелян Р.А. Верхояновский;г.Ростов н/Д, Верхояновский 11;;mW8l-1Tce-wwds-YWks;BtgH-wVAS-CDsh-MGty
148;Ростов-на-Дону;ИП Аракелян Р.А. Черепахина;г.Ростов н/Д, Черепахина 94/25;;Cy5M-qd0z-3IOY-Urri;yK4u-wUPK-QSxG-0iEp
149;Ростов-на-Дону;ИП Арустамян;Ростовская обл г Морозовск ул Ворошилова 364/2;;izYy-OPra-86R4-l34L;q2d0-Qwwd-6g97-ad0o
150;Ростов-на-Дону;ИП Арутюнян;он же;;PZ7l-Yi8f-UfTW-HAzh;ZNlb-qFin-HQxU-b2Os
151;Ростов-на-Дону;ИП Асмаева Т.А. Ленинградская;г.Донецк, ул.Ленинградская, 38;;ID8A-KG8u-rA11-8hK1;oxKw-7IDW-0Yvy-vwex
152;Ростов-на-Дону;ИП Асмаева Т.А. Молодёжная;г.Донецк, ул.Молодёжная, 1;;IGra-WLy8-fMTI-QVEE;KIzp-ATYw-xFP2-2PPG
153;Ростов-на-Дону;ИП Астапенков Б.Е.;п.Тарасовский, ул.Кирова, 24;;7CgC-nfAf-Flez-lWWF;Tpdg-r8pu-Si5N-zgzH
154;Ростов-на-Дону;ИП Атабекян Л.В.;Куйбышево, ул.Пушкинская, 36а;;Db3v-u0ls-VaG3-FmUP;7fGg-UDgp-t2AT-FH8l
155;Ростов-на-Дону;ИП Ашихина А.М.;он же;;6U3W-p2AD-7BhF-VWrc;4BOb-hWK6-Zs6b-DABS
156;Ростов-на-Дону;ИП Ашихина А.М.;п.Тарасовский, Ц.Рынок;;6U3W-p2AD-7BhF-VWrc;4BOb-hWK6-Zs6b-DABS
157;Ростов-на-Дону;ИП Бабаян А В;он же;;2Szc-b3rS-m9X8-2yYf;m4cr-Aqkm-g1kl-MyHe
158;Ростов-на-Дону;ИП Бабиев 2;он же;;y8Z6-G5Or-InIi-Lc02;GocB-3cv4-h0CI-opWy
159;Ростов-на-Дону;ИП Бадалян;р-к Днепровский;;krWq-7LHs-uVep-v2oo;w2CG-17sp-xwbm-nNYN
160;Ростов-на-Дону;ИП Балаев А.Р.;-;;bQdn-sR6Y-B1mi-ECqk;dUko-ORKR-WXrl-hdvU
161;Ростов-на-Дону;ИП Бахтин;-;;II78-GqoH-uI7i-eh9o;ayLI-qsbi-inPp-dmGq
162;Ростов-на-Дону;ИП Бахтин;г Батайск ул Горького 133 рынок лар № 285;;II78-GqoH-uI7i-eh9o;ayLI-qsbi-inPp-dmGq
163;Ростов-на-Дону;ИП Бейнешева Г В;он же;;mBsc-uY32-c46p-qVqY;OnYC-7Fko-Rf5S-yhpO
164;Ростов-на-Дону;ИП Белов М Н Ленточная;он же;;ZSke-CMzI-xZGI-cAOr;ADyr-YDy9-mrkB-6Q1S
165;Ростов-на-Дону;ИП Берест 2;г.Новочеркасск ул Калинина 69;;G5Cc-DwlF-X9c4-d18L;uFzS-Fom8-UTlG-2hYP
166;Ростов-на-Дону;ИП Берест Е В;"пр Ленина 22 ориентир ""21 век""";;tLoD-HM3f-B5vi-vOOQ;SBgW-aVUR-RtbA-bQFe
167;Ростов-на-Дону;ИП Берест Е.В.;"пр. Ленина 22 ориентир ""21 век""";;tLoD-HM3f-B5vi-vOOQ;SBgW-aVUR-RtbA-bQFe
168;Ростов-на-Дону;ИП Берест Е.В.;"пр. Ленина 22, ориентир ""21 век""";;tLoD-HM3f-B5vi-vOOQ;SBgW-aVUR-RtbA-bQFe
169;Ростов-на-Дону;ИП Блашковский Е. Г.;г. Ростов-на-Дону, ул. Жмайлова 21 а;;kzKX-fbuW-z96g-isRr;MhdZ-8o3U-Y4ug-qGYo
170;Ростов-на-Дону;ИП Близнюк Н.В.;г.Новочеркасск, ул.Ларина/Буденновская;;eM5T-Bg09-HaLq-VP1L;keOl-WugW-fTA3-rEIX
171;Ростов-на-Дону;ИП Богданова ЕВ;-;;LxSy-BAHE-NHhp-kU9D;S2ot-wfvr-Ogqy-XpfH
172;Ростов-на-Дону;ИП Болдырев Д.А.;-;;o5mY-dTwp-2AG8-hGcB;Ie60-uE71-yXvn-PPy2
173;Ростов-на-Дону;ИП Болдырев Ю.Д.;344004г.Ростов -на-Дону,ул.Немировича-Данченко 78/6;;4Tnn-vLTa-ehPl-gCGe;lgPW-5uK7-oUVX-07Sh
174;Ростов-на-Дону;ИП Болотова Н.С.;г.Шахты Комуунистический/Советская 74;;dbIZ-TGvi-AVSv-ssku;lybK-NuxU-GtNI-NgI0
175;Ростов-на-Дону;ИП Бороненко И.В.;он же;;fDva-bZpY-C4qB-A0tg;wnk6-toKP-QLKB-CdNH
176;Ростов-на-Дону;ИП Бугаенко Т.В.;Азовский р-он., п. Пешково, ул.К.Маркса 35А;;c4la-flQ5-PZKG-bKMr;W5Dp-ZtnW-bvxv-Q5AR
177;Ростов-на-Дону;ИП Буднев А.Н.;-;;DCIT-Ft7B-2GiS-yVv0;xgiA-LUzb-Mgoe-ApCr
178;Ростов-на-Дону;ИП Бурлаков А И;г Новочеркас ул Московская 2 магазин Мир;;pSER-NCZ0-7Ax4-Uu1f;Mm3c-OP5x-xz7s-9pHo
179;Ростов-на-Дону;ИП Бурлаков А.И.;г.Новочеркас ул.Московская 2 магазин Мир;;pSER-NCZ0-7Ax4-Uu1f;Mm3c-OP5x-xz7s-9pHo
180;Ростов-на-Дону;ИП Бурлаков А.И.;г.Новочеркас, ул.Московская 2,магазин Мир;;pSER-NCZ0-7Ax4-Uu1f;Mm3c-OP5x-xz7s-9pHo
181;Ростов-на-Дону;ИП Бурмистрова;классик № 883;;puNf-ktXB-4kaq-m1Bs;46rr-H4yT-cW6K-Y6S6
182;Ростов-на-Дону;ИП Бутенко В.П.;-;;LpUC-mQ5z-1oDD-PeRQ;5vRC-unKi-1BIC-Nwhh
183;Ростов-на-Дону;ИП Бутенко Г.И.;Неклиновский р-н, с.Покровское, ул.Привокзальная, 4;;17rb-gHqq-f6sc-kACQ;Qfvs-gB44-mCnc-tNyL
184;Ростов-на-Дону;ИП Бутенко Г.И.;он же;;17rb-gHqq-f6sc-kACQ;Qfvs-gB44-mCnc-tNyL
