id;Город дистрибьютора;Торг_точка_грязная;Торг_точка_грязная_адрес;outlet_clean_id;cluster_id;subcluster_id
18049;Ростов-на-Дону;Глеб А.В.ИП;347210, Ростовская обл, Морозовский р-н, Морозовск г, Кирова ул, дом № 89Б;;SgRh-XBTR-uCGw-L3g5;nluF-iBr8-9fNF-nnXG
18050;Ростов-на-Дону;Глебова И.Ю.ИП;347570, Ростовская обл, Песчанокопский р-н, Песчанокопское с, Энгельса ул, дом № 93а;;ukub-W3rG-OeTP-uNtp;3l3T-wiwz-GW45-hm4G
18051;Ростов-на-Дону;Глобус ООО п.Веселый;347780, Ростовская обл, Веселый п, Волго-Донской пер, дом № 45, корпус а;;0sWF-o5eF-G9HK-pc9f;mQyn-bOwv-ZFay-tM99
18052;Ростов-на-Дону;Глухенькая Н.А. ИП;"346641, Ростовская обл, Семикаракорский р-н, Нижний Саловск п, кафе ""Тополек""";;PdXX-6g0t-37h5-xliG;ECwW-gLnx-mWoq-gGQE
18053;Ростов-на-Дону;Глушенко А.Н.ул.Советская,169а;346492, Ростовская обл, Октябрьский р-н, Красюковская сл, Советская ул, дом № 169а;;mbEQ-gmrx-Cig2-zdh1;xc9c-XMG9-Um4b-W0uM
18054;Ростов-на-Дону;Глушко Е.А.ИП;346503, Ростовская обл, Шахты г, Репина пер, дом № 14;;KgPr-7hfk-8oFr-2xll;MmyS-bfFt-MMDU-Ys3e
18055;Ростов-на-Дону;Глущенко Н.Г ИП;"346610, Ростовская обл, 89515370730, Багаевская ст-ца, Буденного 123 ""а"" ул м-н "" У Виктора"";";;fVIx-KQzH-tiK4-lguB;wZ0l-XXEx-Cbma-WOSo
18056;Ростов-на-Дону;Глядишев В.К. ИП;347880, Ростовская обл, Гуково г, Дорожная ул, дом № 44-А;;3HqQ-6MMc-Huvw-HUDR;q8Fc-bwud-e6zE-8vkP
18057;Ростов-на-Дону;Гниляков А.А. ИП;347512, Ростовская обл, Орловский р-н, Орловский п, Южная ул, дом № 1;;r6Sg-uziW-AdGG-I5v8;Ad5E-PCX3-OQ67-CZQv
18058;Ростов-на-Дону;Гниляков А.А. ИП, Кировский 60 а;347510, Ростовская обл, Орловский р-н, Орловский п, Кировский пер, дом № 60а;;r6Sg-uziW-AdGG-I5v8;P4X0-39Ki-RTw2-cGfg
18059;Ростов-на-Дону;Годенова С.А. ИП;-;;xAzl-qDUv-vf4O-28wD;Ls3z-bSEH-tUOY-yrql
18060;Ростов-на-Дону;Годованцев А.В. ИП ул.Спортивная, 29;346400, Ростовская обл, Новочеркасск г, Спортивная ул, дом № 29;;P011-8zvu-dMwS-vEDg;MG61-NtEA-WIbO-pNCe
18061;Ростов-на-Дону;Гойдин Г.И. ИП;346462, Ростовская обл, Октябрьский р-н, Красный Кут х, Социалистическая ул, дом № 31-а;;cPgw-zU4g-U3dG-cKPY;ZTGl-0Zp1-Ubng-9uM3
18062;Ростов-на-Дону;Гойдина О.В.ИП;347618, Ростовская обл, Сальский р-н, Крученая Балка с, Челнокова ул;;gIti-Vigw-Go9G-2GPs;l2Lg-p8yV-x7iC-hilV
18063;Ростов-на-Дону;Голетиани О.И. ИП;346330, Ростовская обл, Донецк г, Ленина пр-кт, дом № 21;;nsO6-oavD-iZU3-G4II;Xuuf-FYHC-25kn-FOHf
18064;Ростов-на-Дону;Голетиани О.И. ИП;346330, Ростовская обл, т.89281298725, Донецк г, Ленина пр-кт, дом № 21;;nsO6-oavD-iZU3-G4II;Xuuf-FYHC-25kn-FOHf
18065;Ростов-на-Дону;Голиков В.В. ИП;347540, Ростовская обл, Пролетарский р-н, Пролетарск г, Шевкоплясова пер, дом № 116;;bdAg-gfwa-gEhY-50AD;HRN5-aInW-me9d-fzem
18066;Ростов-на-Дону;Голова Е.Л. ИП;347830, Ростовская обл, Каменский р-н, Старая Станица х, Буденного ул, дом № 198-А;;OvgC-l2Cg-Ehg9-MiRR;Cbfy-z3SF-2oCc-OtKk
18067;Ростов-на-Дону;Головина Т.В. ИП;347510, Ростовская обл, Орловский р-н, Орловский п, Почтовый пер, дом № 63;;fOeW-ZO1D-6pU4-ZBSz;gIi8-HZZ9-UVMq-yvTc
18068;Ростов-на-Дону;Голота А.Е. ИП м-н Военвед;347037, Ростовская обл, Белокалитвинский р-н, Белая Калитва г, дом № 17, корпус а;;aLqV-X5TP-DWb7-lNkN;ryKS-R14Q-qlFe-dLsD
18069;Ростов-на-Дону;Голота А.Е. ИП м-н Русич;347045, Ростовская обл, 89289166025, Белая Калитва г, м-н Русич, Копаева ул и Ветеранов ул;;aLqV-X5TP-DWb7-lNkN;qW2l-Bg75-fckZ-RwT0
18070;Ростов-на-Дону;Голощапова С.Н. ИП;346400, Ростовская обл, Новочеркасск г, Парковый пр-кт, дом № 24, корпус Г;;BmVM-KEnk-c1n7-5rMq;4B7Z-Xti1-bx22-1zyg
18071;Ростов-на-Дону;Голоян З.А. ИП;346500, Ростовская обл, Шахты г, Артем пос., Айвазовского ул., дом № 16;;qitG-TwgU-5RcM-AN9X;cK3O-YsKY-a5yw-0I5l
18072;Ростов-на-Дону;Голубева Е.В. ИП;346630, Ростовская обл, Семикаракорский р-н, Семикаракорск г, 1-й пер, дом № 125;;fmEg-3Bid-CVFi-Gtpe;he05-01Vq-tFqc-AWuI
18073;Ростов-на-Дону;"Голубничая И.В.""Фазенда""";-;;u6wc-S34F-fOBl-cRtC;7FL0-8Ct2-hBEM-PsEY
18074;Ростов-на-Дону;Гондусов М.В.ИП;346022, Ростовская обл, Чертковский р-н, Бакай х, Полетаева ул, дом № 27г;;FPN7-SX3a-tkRH-I6sb;dpH7-YkPC-GUM3-gwYQ
18075;Ростов-на-Дону;Гондусов М.В.ИП ул.Южная,50;346004, Ростовская обл, Чертковский р-н, Щедровка с, Южная ул, дом № 50;;FPN7-SX3a-tkRH-I6sb;U7HT-U0R1-YBVS-uozG
18076;Ростов-на-Дону;Гондусова С.А. ИП;347880, Ростовская обл, Гуково г, Шахтерская ул, дом № 52;;Qy48-IkPS-uvCX-wIKH;ylyu-1Hf9-L9iK-9XlP
18077;Ростов-на-Дону;Гонтарева Е.В.ИП;346565, Ростовская обл, Усть-Донецкий р-н, Крымский х, Центральная ул, дом № 57А;;WADG-GhgG-l77g-dhki;QLNK-f0Of-nFyB-LHkw
18078;Ростов-на-Дону;Гончар Г.И. ИП;347630, Ростовская обл, Сальский р-н, Сальск г, Курышко ул, дом № 53;;RGvV-rF9Q-K1Nd-G6Gx;DDsb-EA61-ptoa-Wo0z
18079;Ростов-на-Дону;Гончаренко А.Г.ИП База;"347037, Ростовская обл, Белокалитвинский р-н, Белая Калитва г, Калинина ул, 8 ""База1""";;G80W-7WwC-IM4o-myP9;hV7P-G0Zr-L8w4-LtGo
18080;Ростов-на-Дону;Гончаренко Г.В.ИП;347660, Ростовская обл, Егорлыкский р-н, Егорлыкская ст-ца, Белозерцева ул, дом № 57А;;VnrH-6iGo-Tuei-bHwO;pVSv-Gd6C-Tzq1-g2LF
18081;Ростов-на-Дону;Гончаренко Г.В.ИП;Ростовская, Егорлыкский, ст.Егорлыкская, Белозерцева, дом № 57А;;VnrH-6iGo-Tuei-bHwO;pVSv-Gd6C-Tzq1-g2LF
18082;Ростов-на-Дону;"Гончаров А.Н. ИП м-г""Апельсин""";346497, Ростовская обл, Октябрьский р-н, Бессергеневская ст-ца, Шоссейная ул, дом № 46-в;;VwfE-fXRX-5aXI-UCB8;5ymc-7mbz-K1fc-gxtg
18083;Ростов-на-Дону;Гончаров А.С.ИП;344032, Ростовская обл, Ростов-на-Дону г, Казахская ул, дом № 89/3;;SHb1-eYw1-n5HX-chWU;9a95-Ggdp-8gs0-EzbZ
18084;Ростов-на-Дону;Гончаров М.А. ИП;346970, Ростовская обл, Матвеево-Курганский р-н, Матвеев Курган п, Комсомольская ул, дом № 109/111;;GipB-Icdm-CSyq-cr7B;t7w1-54at-CyIS-mf55
18085;Ростов-на-Дону;Гончарова И.Н. ИП;344032, Ростовская обл, 2-55-65-04, Ростов-на-Дону г, Казахская ул, дом № 85;;bv3R-hO4T-dVCO-oYrX;rkRB-ea64-my9t-xXly
18086;Ростов-на-Дону;Гончарова Л.Т. ИП;346910, Ростовская обл, Новошахтинск г, Станционная ул, дом № 17;;Ctal-mtvA-PuCC-88Pg;hAm8-50MW-XBUl-gXWG
18087;Ростов-на-Дону;Гончарова Н.И. ИП;-;;aq23-4MBo-ZA7C-wnPF;kXFK-WF9y-gSk5-eXUD
18088;Ростов-на-Дону;Гончарова Т.Н. ИП;347895, Ростовская обл, Красносулинский р-н, Углеродовский рп, Восточная ул, дом № 84-Б;;yEnS-Zt1k-UUmX-ZHqD;yiwF-485f-Fe12-qiPM
18089;Ростов-на-Дону;Горбатенко О.В. ИП;"347250, Ростовская обл, Константиновск г, Маренова ул, дом № 29, корпус ;";;Oem4-qiA2-QUYn-31ZH;rUOh-Dd9P-U5X7-Paay
18090;Ростов-на-Дону;Горбатова В.М.ИП ул.Социалистическая;346256, Ростовская обл, Боковский р-н, Краснокутская ст-ца, Социалистическая ул, дом № 22а;;Q128-S9yZ-Wthr-fUym;rM1E-Rk0k-Z8bE-aqXw
18091;Ростов-на-Дону;Горбачева Т.С.ИП;346170, Ростовская обл, Верхнедонской р-н, Казанская ст-ца, Тимирязева ул, дом № 36б;;o68V-mhkh-Qsg4-HyNV;vqs0-0izg-KsbT-xgcf
18092;Ростов-на-Дону;Горбенко В.П. ИП м-н Меркурий;346330, Ростовская обл, м-н Меркурий, Донецк г, Ленина пр-кт, дом № 20;;VslQ-LtWz-iDVW-DG7Y;WdaQ-ZYgG-EeuC-8Srp
18093;Ростов-на-Дону;Горбина Ю.В.ИП;347120, Ростовская обл, Милютинский р-н, Старокузнецов х, Центральная ул, дом № 129А;;bXit-uste-7xBR-NthG;y1dP-Mu6n-xVLv-tQpG
18094;Ростов-на-Дону;Горбуненко Е.С ИП ул. Ленина,22 а;347305, Ростовская обл, Цимлянский р-н, Саркел п, Ленина ул, дом № 22 а;;XTsB-5fT1-gpEn-VXrB;XBVz-W2PH-Hr1a-6A0w
18095;Ростов-на-Дону;Гордеева К.А. ИП;347572, Ростовская обл, Песчанокопский р-н, Песчанокопское с, Гагарина ул, дом № 26;;3Wq3-XOVq-I4BG-78Gf;s4UY-26Qz-tGze-p41G
18096;Ростов-на-Дону;Гордеева Н.Ю. ИП;346400, Ростовская обл, Новочеркасск г, Буденновская ул, дом № 187;;xH9C-57Fl-r6bR-5GOD;mChQ-zPWh-S9QD-rzmG
18097;Ростов-на-Дону;Горизонт ООО;347461, Ростовская обл, Зимовниковский р-н, Зимовники п, Октябрьская ул, дом № 21а;;Z3Uk-EY6O-O1DD-AnvP;R59u-D0d9-IGI1-HxvS
18098;Ростов-на-Дону;Горина Л.В.ИП;346270, Ростовская обл, Шолоховский р-н, Вешенская ст-ца, Шолохова ул, дом № 132;;lpLq-CgvO-c7YM-mYGs;xhMK-sDtq-wlbC-e0N0
18099;Ростов-на-Дону;Городчикова Н.И. ИП;347410, Ростовская обл, Дубовский р-н, Дубовское с, Восточный пер, дом № 46а;;5EW1-oPeT-oIC7-cDwb;K8Ut-32A2-cedF-Txqm
18100;Ростов-на-Дону;Горохова О.Ю. ИП пер.Снежный, 25;346516, Ростовская обл, Шахты г, Снежный пер, дом № 25;;smbh-Kziv-hGha-p01h;0ZOR-Ckvp-iz9x-mp8t
18101;Ростов-на-Дону;Горьковец Л.К. ИП;-;;aGe5-OF6U-I2pr-AB67;3pg5-OMD2-VXi0-cOTg
18102;Ростов-на-Дону;Горьковец Л.К. ИП;359010, Калмыкия Респ, Яшалтинский р-н, Яшалта с, Сальский пер, дом № 14а;;aGe5-OF6U-I2pr-AB67;3pg5-OMD2-VXi0-cOTg
18103;Ростов-на-Дону;Горячева Л.Г. ИП;346400, Ростовская обл, Новочеркасск г, Островского ул, дом № 46;;fnWD-QT0W-RXXi-gGzs;7xDU-cvKl-AGmz-mfrB
18104;Ростов-на-Дону;Готовец С.Е.ИП;347660, Ростовская обл, Егорлыкский р-н, Егорлыкская ст-ца, Грицика ул., дом № 4А;;DgHS-ELci-D9iX-GqOn;syXt-yfAx-uoC2-UWhR
18105;Ростов-на-Дону;Готьван С.В. ИП;346771, Ростовская обл, Азовский р-н, Головатовка с, Октябрьский пер, дом № 41;;ETab-66wg-xf2t-B6q1;KiX1-Fqnr-ogAF-VTOq
18106;Ростов-на-Дону;Готьван С.В. ИП Луначарского, 102 б;346760, Ростовская обл, Азовский р-н, Пешково с, Луначарского ул, дом № 102 б;;ETab-66wg-xf2t-B6q1;EIpg-4MGl-Q8nP-cNC2
18107;Ростов-на-Дону;Гошкина С.Г. ИП;347410, Ростовская область, Дубовский р-н, Дубовское с, Элеваторный пер, дом № 5;;o9VQ-F0hq-fIU6-ZdkY;EqIv-pBZX-wqxk-7Uh0
18108;Ростов-на-Дону;Градинар К.В. ИП;346400, Ростовская обл, Новочеркасск г, Фрунзе ул, дом № 21;;rcau-L28D-I4Ql-8LOx;OFnp-bKSH-5Dup-OIv0
18109;Ростов-на-Дону;ГрандМес ООО;347510, Ростовская обл, Орловский р-н, Орловский п, 1-й Конной Армии, дом № 34а;;grYK-UGxH-PNQG-whus;qSSF-uo66-f3Zf-FIvv
18110;Ростов-на-Дону;ГрандМес ООО, ул. Транспортная;347510, Ростовская обл, Орловский р-н, Орловский п, Транспортная ул, дом № 45/1а;;grYK-UGxH-PNQG-whus;YDcD-GWXO-h7zD-WPA5
18111;Ростов-на-Дону;Гребенников Э.Н.ИП;346130, Ростовская обл, Миллеровский р-н, Миллерово г, Вокзальная ул, дом № 21;;ul60-CDfK-0hKi-dHbQ;ZV91-wEGs-0R80-fOGa
18112;Ростов-на-Дону;Гребенникова Е.А.ИП;346170, Ростовская обл, Верхнедонской р-н, Казанская ст-ца, Коммунальная ул, дом № 15;;ZLvK-0cnY-aYEZ-Aph8;gW3V-W6oa-IWKL-FdRy
18113;Ростов-на-Дону;Грибенько С.Г. ИП;346585, Ростовская обл, Родионово-Несветайский р-н, Большой Должик х, Октября ул, дом № 12-А;;Legg-bcRv-pMOD-O2bD;llF1-xFUK-FrUz-MRQi
18114;Ростов-на-Дону;Грибков Е.А.ИП;346130, Ростовская обл, Миллеровский р-н, Миллерово г, Российская ул, дом № 57 ц.Рынок;;LqIP-2otD-xcm1-eYII;SYDB-hqq4-Y6Mb-mtiy
18115;Ростов-на-Дону;Григоренко Н.В, ИП;"347360, Ростовская область, Волгодонск г, рынок ""Сонолнышко"" пав- 27";;PPML-beGq-t4ag-tf07;3xP8-1gZS-S8QY-h0Ym
18116;Ростов-на-Дону;Гридин Н.А. ИП;347850, Ростовская обл, Каменский р-н, Глубокий рп, Островского пер, дом № 1;;oqA4-qYks-irui-IGOn;Ca4o-QUlc-rnhx-7MMO
18117;Ростов-на-Дону;Гридин Н.А. ИП Садовая, 48;347850, Ростовская обл, Каменский р-н, Глубокий рп, Садовая ул, дом № 48;;oqA4-qYks-irui-IGOn;83pn-iNqB-wZ0M-QiCg
18118;Ростов-на-Дону;Гринева Г.Л.ИП;346061, Ростовская обл, Тарасовский р-н, Мартыновка х, Молодежная ул, дом № 4, кв.2;;w6N3-4L3i-LTZk-iDCw;3U96-GsFH-ABes-3Piy
18119;Ростов-на-Дону;Гриненко Т.В. ИП;359010, Калмыкия Респ, Яшалтинский р-н, Яшалта с, Спортивный пер, дом № 1;;RgTV-UTfh-Lr7v-TnND;Fve5-6XcZ-xi7o-v0Gk
18120;Ростов-на-Дону;Гриценко Н.И. ИП;346611, Ростовская обл, Багаевская ст-ца, Мичурина ул, дом № 7, корпус а;;xqNw-KTOF-ssW1-UXLw;OeHe-5te7-z0CX-Q6fY
18121;Ростов-на-Дону;Грищенко И.А.ИП;346273, Ростовская обл, Шолоховский р-н, Дударевский х, Клубная ул, дом № 4, корпус г;;hfTm-KzIy-fiAa-B0ha;5Dsq-6PvF-PAXV-VMf9
18122;Ростов-на-Дону;Грудинский С.Н. ИП;346611, Ростовская обл, Багаевский р-н, Багаевская ст-ца, Комсомольская ул, дом № 35-А/41-А;;5KPV-8DMW-qVAl-YghM;2WSl-LStG-hIGA-QZYs
18123;Ростов-на-Дону;Грузчики;-;;tRhN-8OnD-NfxC-nLg6;Ti4f-GXBC-EylN-LLFL
18124;Ростов-на-Дону;Грузчики;346518, Ростовская обл, Шахты г, Дачная ул, дом № 288;;tRhN-8OnD-NfxC-nLg6;Ti4f-GXBC-EylN-LLFL
18125;Ростов-на-Дону;Грузчики Ночная смена;346518, Ростовская обл, Шахты г, Дачная ул, дом № 288;;ZDEL-new8-Gy0h-DW3Q;qfN6-DnYx-5cCi-cX6R
18126;Ростов-на-Дону;ГТО ООО Закруткина;344019, Ростовская обл, Ростов-на-Дону г, Закруткина ул, дом № 23;;qQGU-ogHQ-ihHy-RBHG;TAhy-NgPq-t0pu-ilNh
18127;Ростов-на-Дону;Губатенко Д.В. ИП ул. Ворошилова отдел № 1;-;;wKzb-nazu-DaYh-BIGs;FibU-cDu8-DC8Y-Lf93
18128;Ростов-на-Дону;Губатенко Д.В. ИП ул.Текстильная;-;;wKzb-nazu-DaYh-BIGs;9nQG-gY0B-8VfD-Tbc3
18129;Ростов-на-Дону;Губатенко Д.В.ИП Маяковского, 222;-;;wKzb-nazu-DaYh-BIGs;QdXf-tWLg-eEye-7XcS
18130;Ростов-на-Дону;Губатенко Д.В.ИП Маяковского, 222;346518, Ростовская обл, Шахты г, Маяковского ул, дом № 222;;wKzb-nazu-DaYh-BIGs;QdXf-tWLg-eEye-7XcS
18131;Ростов-на-Дону;Губатенко Д.В.ИП пер. Вишневского,7;-;;wKzb-nazu-DaYh-BIGs;8BZv-Z4r9-lXDK-F2OG
18132;Ростов-на-Дону;Губкина Г.А. ИП ул. Советская;346493, Ростовская обл, Октябрьский р-н, Персиановский п, Советская ул, дом № 22;;PCGb-mG96-UsEn-9Svf;kxEI-MNpr-eRAp-WbMN
18133;Ростов-на-Дону;Губкина Г.А. ИП Центральная;346495, Ростовская обл, Октябрьский р-н, Персиановский п, Центральная, дом № 17;;PCGb-mG96-UsEn-9Svf;MoE0-1k05-cfIg-7ooA
18134;Ростов-на-Дону;Губко Л.В. ИП х. Малая Орловка;346676, Ростовская обл, Мартыновский р-н, Малоорловский х, Советский пер, дом № 24;;yiF5-3Ykb-Vfwm-Wqkg;GN6R-AHbo-MZ1B-YN25
18135;Ростов-на-Дону;Гугасари Э.Р.ИП;346970, Ростовская обл, Матвеево-Курганский р-н, Матвеев Курган п, 40 лет Пионерии ул, дом № 39;;oMOg-l1kN-Kmmv-D4pG;MXk0-hGC5-BO3U-UgGr
18136;Ростов-на-Дону;Гудкова Е.А. ИП;Ростовская обл, Красносулинский р-н, 947 км А/Д Москва-Ростов;;Z0sf-w9kZ-my60-CWN2;nW8p-78dx-nR7x-XQuP
18137;Ростов-на-Дону;Гудкова Л.В.ИП ул.Пролетарская,14;396751, Воронежская обл, Богучарский р-н, Вервековка с, Пролетарская ул, дом № 14;;eqrN-vg7B-NTc3-BDu8;NXTg-tDOT-yQEg-CUYv
18138;Ростов-на-Дону;Гудым Ю.О.ИП;346172, Ростовская обл, Верхнедонской р-н, Суходольный п, Механизаторов ул, дом № 9, кв.2;;teqV-shIA-tzT0-kL2M;NgCz-wmlE-1zvz-3F88
18139;Ростов-на-Дону;Гужва В.Ф. ИП;346963, Ростовская обл, Матвеево-Курганский р-н, Марфинка с, Центральная ул, дом № 61;;EzxU-0TtS-tIKZ-OAOL;MTu9-a05E-RP9G-ym0b
18140;Ростов-на-Дону;Гулевский Ю.Н. ИП Терминал;346500, Ростовская обл, Шахты г, Дачная ул, дом № 329-А;;dG6G-Cd2m-uhHs-Iz3m;kkR4-pxsE-pUid-biFB
18141;Ростов-на-Дону;Гулуа Р.Х.ИП;346214, Ростовская обл, Кашарский р-н, Дибровый п, Дружбы ул, дом № 1а, кв.5;;FpqS-p12e-11NR-cc82;V6kg-S7EC-FAhC-NVSn
18142;Ростов-на-Дону;Гунторг ООО;346345, Ростовская обл, Донецк г, Братьев Дорошевых ул, дом № 29;;2RYG-PRnF-VVgI-ZfXK;4lWP-o9Hg-ZgHY-EIC7
18143;Ростов-на-Дону;Гуреев А.М. ИП;347706, Ростовская обл, Кагальницкий р-н, Кировская ст-ца, Кирова ул, дом № 19;;t1D7-2GnO-g7z7-GfDl;GR1G-zmgR-y8qq-K8av
18144;Ростов-на-Дону;Гурин В.И. ИП;-;;gvcq-kekb-5tLB-Pn6X;MRzs-6er5-GoZq-KRYk
18145;Ростов-на-Дону;Гуркина О.Н. ИП;346471, Ростовская обл, Октябрьский р-н, Маркин х, Школьная ул, дом № 83;;G9Rm-lVwe-x0sQ-aNVe;QGSI-H2xF-k7Ke-xvqO
18146;Ростов-на-Дону;Гусаков П.Н. ИП Столовая;346916, Ростовская обл, Новошахтинск г, Трамвайная ул, дом № 39;;t0XQ-3mah-LYIh-BZwW;1FEH-CInR-7dEs-LLR3
18147;Ростов-на-Дону;Гусакова Л.И.ИП;353040, Краснодарский край, Белоглинский р-н, Белая Глина с, Крестьянская ул, дом № 103;;by3v-TNN7-H9vZ-RL8I;hRBy-m4oA-gKlL-vKB0
18148;Ростов-на-Дону;Гусакова Т.В. ИП;346611, Ростовская обл, Багаевский р-н, Багаевская ст-ца, Октябрьский пер, дом № 10-а;;3sok-oLAn-LQ2S-R3fx;HxZq-GEOL-O3gV-9vXk
18149;Ростов-на-Дону;Гусаров М.М. ИП;347410, Ростовская обл, Дубовский р-н, Дубовское с, Элеваторный пер, дом № 25 А;;WpnV-2IAc-gKnb-Vg7w;cc1m-nQtW-871V-107Q
18150;Ростов-на-Дону;Гусаров М.М. ИП;347417, Ростовская обл, Дубовский р-н, Ериковский х, Школьный пер, дом № 22;;WpnV-2IAc-gKnb-Vg7w;cc1m-nQtW-871V-107Q
18151;Ростов-на-Дону;Гусейнова И.В. ИП;356630, Ставропольский край, Ипатовский р-н, Ипатово г, Гагарина ул, дом № 104-А;;9f6h-6FpC-5cxO-xLOo;5lwk-IE1S-AyZo-ke2n
18152;Ростов-на-Дону;Гущин Г.А. ИП;347917, Ростовская обл, Таганрог г, Маршала Жукова ул, дом № 122;;0A49-TDGF-M9rT-9lyw;QWvh-IBDk-t6le-kgPX
18153;Ростов-на-Дону;Дабагов О.В.ИП Воровского;346503, Ростовская обл, Шахты г, Воровского пер, дом № 21, корпус а;;oPaC-fcB6-kdWP-tFef;SpBm-8uvM-QDdZ-gdxW
18154;Ростов-на-Дону;Дабаков В.В. ИП;"346500, Ростовская обл, Шахты г, Шоссейная ул;о-ка Репина (из города)";;HacP-CXQF-9b5f-06eo;WiHP-NwXG-WZC5-Q4Wg
18155;Ростов-на-Дону;Давиденко О.Г.ИП;346182, Ростовская обл, Верхнедонской р-н, Шумилинская ст-ца, Ленина ул, дом № 14;;3OO2-Xtsq-FhTN-yBFL;mnuB-f9Rp-1O2m-a6PE
18156;Ростов-на-Дону;Давиденко О.Г.ИП ст-ца Мигулинская;346167, Ростовская обл, Верхнедонской р-н, Мигулинская ст-ца, Калинина ул, дом № 67а;;3OO2-Xtsq-FhTN-yBFL;0X7u-QLNq-ipOE-uCU7
18157;Ростов-на-Дону;Давиденко С.И. ИП;347780, Ростовская обл, 2-63-01, Веселый п, Ленинская ул, дом № 21;;ru8W-wKob-Dgq4-CENw;347H-W2E7-sXmK-apmC
18158;Ростов-на-Дону;Давиденко С.И. ИП х.Проциков.ул.Верхняя, 37;347780, Ростовская обл, Веселовский р-н, Проциков х, Верхняя ул, дом № 37;;ru8W-wKob-Dgq4-CENw;8fLD-VWI6-yOPk-hwfV
18159;Ростов-на-Дону;Давтян А.Л.ИП;346500, Ростовская обл, Шахты г, Шишкина пер, дом № 90/1;;QIzF-Vlg1-Iw4A-ErsW;Dg3F-AuQb-ykGQ-PwFe
18160;Ростов-на-Дону;Дадыка Е.В.ИП;353600, Краснодарский край, Староминский р-н, Староминская ст-ца, Кирова ул, дом № 154б;;DEhO-TuLd-R6vq-zpPE;BgEF-ZOYn-VSFs-etwE
18161;Ростов-на-Дону;Даллакян К.Н.ИП;344064, Ростовская обл, Ростов-на-Дону г, Тюменская ул, дом № 39/18;;gGx2-lpep-C5PQ-IGg7;qvOQ-5aSb-8S0g-5o36
18162;Ростов-на-Дону;Даллари Р.О. ИП ул. Ленина;346500, Ростовская обл, Шахты г, Ленина ул, дом № 305;;XQkd-1XAS-d2nM-Nh6b;Lsyc-hum6-ivHe-7gaL
18163;Ростов-на-Дону;Данакари Р.Р.ИП;-;;lGNy-p6sb-Hgxx-5r6t;Gr5n-IWv0-wfOo-rMGK
18164;Ростов-на-Дону;Данакари Г.Р.ИП семейный;346527, Ростовская обл, Шахты г, Текстильная ул, дом № 17;;ED6c-dGma-vEMg-BOxY;BUWy-KK7i-egHX-ibVC
18165;Ростов-на-Дону;Даневич Р.Л.ИП;346781, Ростовская обл, Азов г, Некрасова пер, дом № 33а, корпус 6;;DcEN-M38Q-8zVD-zgG4;c9hc-yr3Q-a3bR-ufZ7
18166;Ростов-на-Дону;Даниелян Т.С. ИП;347763, Ростовская обл, Целинский р-н, Вороново п, Сланова ул, дом № 22;;Q7Vg-f5eT-r4ZM-efKK;GYnE-fNse-NGK3-HGbK
18167;Ростов-на-Дону;Данилин А.Ю.ИП;346789, Ростовская обл, 88636964153, Азов г, Победы ул, дом № 4;;TfgR-Oc0d-VFb2-GZV7;5QUg-PdcV-VSBw-Ld91
18168;Ростов-на-Дону;Данилицкий В.В. ИП 50 Лет Октября;346880, Ростовская обл, Батайск г, 50 лет Октября ул, дом № 220;;uzfi-bYzs-QFga-34MC;SogA-6MIF-wcMc-3Xfb
18169;Ростов-на-Дону;Данилицкий В.В. ИП Заводская;346880, Ростовская обл, Батайск г, Заводская ул, дом № 262;;uzfi-bYzs-QFga-34MC;n8aR-D0yg-izyE-vwcT
18170;Ростов-на-Дону;Данилицкий В.В. ИП Садовая;346880, Ростовская обл, Батайск г, Садовая ул, дом № 56;;uzfi-bYzs-QFga-34MC;x1MV-eQsc-rus5-8L4C
18171;Ростов-на-Дону;Данилов А.Ю. ИП;Ростовская, Песчанокопский, с.Богородицкое, Калинина, дом № 67;;a8XM-fdMD-b9pc-cCZe;hAf2-gmsC-p4Bk-cfVk
18172;Ростов-на-Дону;Данилова О.Н. ИП пер.Вахтангова,22;346503, Ростовская обл, Шахты г, Вахтангова пер, дом № 22;;TlDD-g26c-AUtu-T9E4;8qgg-YXNE-Nc4g-cgoQ
18173;Ростов-на-Дону;Данилова О.Н. ИП ул.Индустриальная, 6;346527, Ростовская обл, Шахты г, Индустриальная ул, дом № 6;;TlDD-g26c-AUtu-T9E4;8N2M-l3iH-mllH-rnx2
18174;Ростов-на-Дону;Данильченко М.А. ИП;347510, Ростовская обл, Орловский р-н, Орловский п, Рябиновая ул, дом № 1;;quWm-45Rl-UfxE-DVgg;XDds-HV46-AZW3-MQLA
18175;Ростов-на-Дону;Дар ООО пр. Фрунзе;347900, Ростовская обл, Таганрог г, Фрунзе ул, дом № 62;;SsMK-bV3n-znxL-AGDA;883p-w7sX-Mept-P7wF
18176;Ростов-на-Дону;Дарчинян А.Г. ИП;347850, Ростовская обл, Каменский р-н, Глубокий рп, Артема ул, дом № 101;;cnBf-8vFA-zDfW-EqA2;t3Cm-gdg6-xZ2D-NFzv
18177;Ростов-на-Дону;Дарчинян А.Г. ИП ул.Вокзальная 205;347850, Ростовская обл, 95-7-97, м-н Надежда, Глубокий пгт, Вокзальная ул, дом № 205;;cnBf-8vFA-zDfW-EqA2;ay1N-9p4z-vFG9-wUlq
